gene_name,gene_id_entrez,gene_id_ensembl,mim_number,mim_entry_type
ANAPC4,29945,ENSG00000053900,606947,gene
ANAPC5,51433,ENSG00000089053,606948,gene
ANAPC7,51434,ENSG00000196510,606949,gene
ANG,283,ENSG00000214274,105850,gene
ANGPT1,284,ENSG00000154188,601667,gene
ANGPT2,285,ENSG00000091879,601922,gene
ANGPT4,51378,ENSG00000101280,603705,gene
ANGPTL1,9068,ENSG00000116194,603874,gene
ANGPTL2,23452,ENSG00000136859,605001,gene
ANGPTL3,27329,ENSG00000132855,604774,gene
ANGPTL4,51129,ENSG00000167772,605910,gene
ANGPTL5,253935,ENSG00000187151,607666,gene
ANGPTL6,83854,ENSG00000130812,609336,gene
ANGPTL7,10218,ENSG00000171819,618517,gene
ANGPTL8,55908,ENSG00000130173,616223,gene
ANK1,286,ENSG00000029534,612641,gene
ANK2,287,ENSG00000145362,106410,gene
ANK3,288,ENSG00000151150,600465,gene
ANKAR,150709,ENSG00000151687,609803,gene
ANKFY1,51479,ENSG00000185722,607927,gene
ANKH,56172,ENSG00000154122,605145,gene
ANKHD1,54882,ENSG00000131503,610500,gene
ANKK1,255239,ENSG00000170209,608774,gene
ANKLE2,23141,ENSG00000176915,616062,gene
ANKRA2,57763,ENSG00000164331,605787,gene
ANKRD1,27063,ENSG00000148677,609599,gene
ANKRD11,29123,ENSG00000167522,611192,gene
ANKRD12,23253,ENSG00000101745,610616,gene
ANKRD13A,88455,ENSG00000076513,615123,gene
ANKRD13B,124930,ENSG00000198720,615124,gene
ANKRD13C,81573,ENSG00000118454,615125,gene
ANKRD13D,338692,ENSG00000172932,615126,gene
ANKRD16,54522,ENSG00000134461,618017,gene
ANKRD17,26057,ENSG00000132466,615929,gene
ANKRD2,26287,ENSG00000165887,610734,gene
ANKRD23,200539,ENSG00000163126,610736,gene
ANKRD26,22852,ENSG00000107890,610855,gene
ANKRD28,23243,ENSG00000206560,611122,gene
ANKRD30A,91074,ENSG00000148513,610856,gene
ANKRD30B,374860,ENSG00000180777,616565,gene
ANKRD31,256006,ENSG00000145700,618423,gene
ANKRD34B,340120,ENSG00000189127,618581,gene
ANKRD53,79998,ENSG00000144031,617009,gene
ANKRD54,129138,ENSG00000100124,613383,gene
ANKRD55,79722,ENSG00000164512,615189,gene
ANKRD6,22881,ENSG00000135299,610583,gene
ANKRD7,56311,ENSG00000106013,610731,gene
ANKRD9,122416,ENSG00000156381,618605,gene
ANKS1A,23294,ENSG00000064999,608994,gene
ANKS1B,56899,ENSG00000185046,607815,gene
ANKS3,124401,ENSG00000168096,617310,gene
ANKS4B,257629,ENSG00000175311,609901,gene
ANKS6,203286,ENSG00000165138,615370,gene
ANKZF1,55139,ENSG00000163516,617541,gene
ANLN,54443,ENSG00000011426,616027,gene
ANO1,55107,ENSG00000131620,610108,gene
ANO10,55129,ENSG00000160746,613726,gene
ANO2,57101,ENSG00000047617,610109,gene
ANO3,63982,ENSG00000134343,610110,gene
ANO4,121601,ENSG00000151572,610111,gene
ANO5,203859,ENSG00000171714,608662,gene
ANO6,196527,ENSG00000177119,608663,gene
ANO7,50636,ENSG00000146205,605096,gene
ANO8,57719,ENSG00000074855,610216,gene
ANOS1,3730,ENSG00000011201,300836,gene
ANP32A,8125,ENSG00000140350,600832,gene
ANP32C,23520,NA,606877,gene
ANP32D,23519,ENSG00000139223,606878,gene
ANP32E,81611,ENSG00000143401,609611,gene
ANPEP,290,ENSG00000166825,151530,gene
ANTKMT,65990,ENSG00000103254,618566,gene
ANTXR1,84168,ENSG00000169604,606410,gene
ANTXR2,118429,ENSG00000163297,608041,gene
ANXA1,301,ENSG00000135046,151690,gene
ANXA10,11199,ENSG00000109511,608008,gene
ANXA11,311,ENSG00000122359,602572,gene
ANXA13,312,ENSG00000104537,602573,gene
ANXA2,302,ENSG00000182718,151740,gene
ANXA2R,389289,ENSG00000177721,611296,gene
ANXA3,306,ENSG00000138772,106490,gene
ANXA4,307,ENSG00000196975,106491,gene
ANXA5,308,ENSG00000164111,131230,gene
ANXA6,309,ENSG00000197043,114070,gene
ANXA7,310,ENSG00000138279,186360,gene
ANXA8,653145,ENSG00000265190,602396,gene
ANXA9,8416,ENSG00000143412,603319,gene
AOAH,313,ENSG00000136250,102593,gene
AOC1,26,ENSG00000002726,104610,gene
AOC2,314,ENSG00000131480,602268,gene
AOC3,8639,ENSG00000131471,603735,gene
AOX1,316,ENSG00000138356,602841,gene
AP1AR,55435,ENSG00000138660,610851,gene
AP1B1,162,ENSG00000100280,600157,gene
AP1G1,164,ENSG00000166747,603533,gene
AP1G2,8906,ENSG00000213983,603534,gene
AP1M1,8907,ENSG00000072958,603535,gene
AP1M2,10053,ENSG00000129354,607309,gene
AP1S1,1174,ENSG00000106367,603531,gene
AP1S2,8905,ENSG00000182287,300629,gene
AP1S3,130340,ENSG00000152056,615781,gene
AP2A1,160,ENSG00000196961,601026,gene
AP2A2,161,ENSG00000183020,607242,gene
AP2B1,163,ENSG00000006125,601025,gene
AP2M1,1173,ENSG00000161203,601024,gene
AP2S1,1175,ENSG00000042753,602242,gene
AP3B1,8546,ENSG00000132842,603401,gene
AP3B2,8120,ENSG00000103723,602166,gene
AP3D1,8943,ENSG00000065000,607246,gene
AP3M1,26985,ENSG00000185009,610366,gene
AP3M2,10947,ENSG00000070718,610469,gene
AP3S1,1176,ENSG00000177879,601507,gene
AP3S2,10239,ENSG00000157823,602416,gene
AP4B1,10717,ENSG00000134262,607245,gene
AP4E1,23431,ENSG00000081014,607244,gene
AP4M1,9179,ENSG00000221838,602296,gene
AP4S1,11154,ENSG00000100478,607243,gene
AP5B1,91056,ENSG00000254470,614367,gene
AP5M1,55745,ENSG00000053770,614368,gene
AP5S1,55317,ENSG00000125843,614824,gene
AP5Z1,9907,ENSG00000242802,613653,gene
APAF1,317,ENSG00000120868,602233,gene
APBA1,320,ENSG00000107282,602414,gene
APBA2,321,ENSG00000034053,602712,gene
APBA3,9546,ENSG00000011132,604262,gene
APBB1,322,ENSG00000166313,602709,gene
APBB1IP,54518,ENSG00000077420,609036,gene
APBB2,323,ENSG00000163697,602710,gene
APBB3,10307,ENSG00000113108,602711,gene
APC,324,ENSG00000134982,611731,gene
APC2,10297,ENSG00000115266,612034,gene
APCDD1,147495,ENSG00000154856,607479,gene
APCS,325,ENSG00000132703,104770,gene
APEH,327,ENSG00000164062,102645,gene
APELA,100506013,ENSG00000248329,615594,gene
APEX1,328,ENSG00000100823,107748,gene
APEX2,27301,ENSG00000169188,300773,gene
APH1A,51107,ENSG00000117362,607629,gene
APH1B,83464,ENSG00000138613,607630,gene
API5,8539,ENSG00000166181,609774,gene
APIP,51074,ENSG00000149089,612491,gene
APLF,200558,ENSG00000169621,611035,gene
APLN,8862,ENSG00000171388,300297,gene
APLNR,187,ENSG00000134817,600052,gene
APLP1,333,ENSG00000105290,104775,gene
APLP2,334,ENSG00000084234,104776,gene
APMAP,57136,ENSG00000101474,615884,gene
APOA1,335,ENSG00000118137,107680,gene
APOA2,336,ENSG00000158874,107670,gene/phenotype
APOA4,337,ENSG00000110244,107690,gene
APOA5,116519,ENSG00000110243,606368,gene
APOB,338,ENSG00000084674,107730,gene
APOBEC1,339,ENSG00000111701,600130,gene
APOBEC2,10930,ENSG00000124701,604797,gene
APOBEC3A,200315,ENSG00000128383,607109,gene
APOBEC3B,9582,ENSG00000179750,607110,gene
APOBEC3C,27350,ENSG00000244509,607750,gene
APOBEC3D,140564,ENSG00000243811,609900,gene
APOBEC3F,200316,ENSG00000128394,608993,gene
APOBEC3G,60489,ENSG00000239713,607113,gene
APOBEC3H,164668,ENSG00000100298,610976,gene
APOBEC4,403314,ENSG00000173627,609908,gene
APOBR,55911,ENSG00000184730,605220,gene
APOC1,341,ENSG00000130208,107710,gene
APOC2,344,ENSG00000234906,608083,gene
APOC3,345,ENSG00000110245,107720,gene
APOC4,346,ENSG00000267467,600745,gene
APOD,347,ENSG00000189058,107740,gene
APOE,348,ENSG00000130203,107741,gene
APOF,319,ENSG00000175336,107760,gene
APOH,350,ENSG00000091583,138700,gene
APOL1,8542,ENSG00000100342,603743,gene
APOL2,23780,ENSG00000128335,607252,gene
APOL3,80833,ENSG00000128284,607253,gene
APOL4,80832,ENSG00000100336,607254,gene
APOL5,80831,ENSG00000128313,607255,gene
APOL6,80830,ENSG00000221963,607256,gene
APOLD1,81575,ENSG00000178878,612456,gene
APOM,55937,ENSG00000204444,606907,gene
APOO,79135,ENSG00000184831,300753,gene
APOOL,139322,ENSG00000155008,300955,gene
APP,351,ENSG00000142192,104760,gene
APPBP2,10513,ENSG00000062725,605324,gene
APPL1,26060,ENSG00000157500,604299,gene
APPL2,55198,ENSG00000136044,606231,gene
APRT,353,ENSG00000198931,102600,gene
APTR,100505854,ENSG00000214293,616048,gene
APTX,54840,ENSG00000137074,606350,gene
AQP1,358,ENSG00000240583,107776,gene
AQP10,89872,ENSG00000143595,606578,gene
AQP11,282679,ENSG00000178301,609914,gene
AQP12A,375318,ENSG00000184945,609789,gene
AQP2,359,ENSG00000167580,107777,gene
AQP3,360,ENSG00000165272,600170,gene
AQP4,361,ENSG00000171885,600308,gene
AQP5,362,ENSG00000161798,600442,gene
AQP6,363,ENSG00000086159,601383,gene
AQP7,364,ENSG00000165269,602974,gene
AQP8,343,ENSG00000103375,603750,gene
AQP9,366,ENSG00000103569,602914,gene
AQR,9716,ENSG00000021776,610548,gene
AR,367,ENSG00000169083,313700,gene
ARAF,369,ENSG00000078061,311010,gene
ARAP1,116985,ENSG00000186635,606646,gene
ARAP2,116984,ENSG00000047365,606645,gene
ARAP3,64411,ENSG00000120318,606647,gene
ARC,23237,ENSG00000198576,612461,gene
ARCN1,372,ENSG00000095139,600820,gene
AREG,374,ENSG00000109321,104640,gene
AREL1,9870,ENSG00000119682,615380,gene
ARF1,375,ENSG00000143761,103180,gene
ARF3,377,ENSG00000134287,103190,gene
ARF4,378,ENSG00000168374,601177,gene
ARF5,381,ENSG00000004059,103188,gene
ARF6,382,ENSG00000165527,600464,gene
ARFGAP1,55738,ENSG00000101199,608377,gene
ARFGAP2,84364,ENSG00000149182,606908,gene
ARFGAP3,26286,ENSG00000242247,612439,gene
ARFGEF1,10565,ENSG00000066777,604141,gene
ARFGEF2,10564,ENSG00000124198,605371,gene
ARFGEF3,57221,ENSG00000112379,617411,gene
ARFIP1,27236,ENSG00000164144,605928,gene
ARFIP2,23647,ENSG00000132254,601638,gene
ARFRP1,10139,ENSG00000101246,604699,gene
ARG1,383,ENSG00000118520,608313,gene
ARG2,384,ENSG00000081181,107830,gene
ARGFX,503582,ENSG00000186103,611164,gene
ARGLU1,55082,ENSG00000134884,614046,gene
ARHGAP1,392,ENSG00000175220,602732,gene
ARHGAP10,79658,ENSG00000071205,609746,gene
ARHGAP11A,9824,ENSG00000198826,610589,gene
ARHGAP11B,89839,ENSG00000284906,616310,gene
ARHGAP12,94134,ENSG00000165322,610577,gene
ARHGAP15,55843,ENSG00000075884,610578,gene
ARHGAP17,55114,ENSG00000140750,608293,gene
ARHGAP18,93663,ENSG00000146376,613351,gene
ARHGAP19,84986,ENSG00000213390,611587,gene
ARHGAP20,57569,ENSG00000137727,609568,gene
ARHGAP21,57584,ENSG00000107863,609870,gene
ARHGAP22,58504,ENSG00000128805,610585,gene
ARHGAP23,57636,ENSG00000275832,610590,gene
ARHGAP24,83478,ENSG00000138639,610586,gene
ARHGAP25,9938,ENSG00000163219,610587,gene
ARHGAP26,23092,ENSG00000145819,605370,gene
ARHGAP27,201176,ENSG00000159314,610591,gene
ARHGAP28,79822,ENSG00000088756,610592,gene
ARHGAP29,9411,ENSG00000137962,610496,gene
ARHGAP30,257106,ENSG00000186517,614264,gene
ARHGAP31,57514,ENSG00000031081,610911,gene
ARHGAP32,9743,ENSG00000134909,608541,gene
ARHGAP33,115703,ENSG00000004777,614902,gene
ARHGAP35,2909,ENSG00000160007,605277,gene
ARHGAP36,158763,ENSG00000147256,300937,gene
ARHGAP39,80728,ENSG00000147799,615880,gene
ARHGAP4,393,ENSG00000089820,300023,gene
ARHGAP42,143872,ENSG00000165895,615936,gene
ARHGAP44,9912,ENSG00000006740,617716,gene
ARHGAP45,23526,ENSG00000180448,601155,gene
ARHGAP5,394,ENSG00000100852,602680,gene
ARHGAP6,395,ENSG00000047648,300118,gene
ARHGAP8,23779,ENSG00000241484,609405,gene
ARHGAP9,64333,ENSG00000123329,610576,gene
ARHGDIA,396,ENSG00000141522,601925,gene
ARHGDIB,397,ENSG00000111348,602843,gene
ARHGDIG,398,ENSG00000242173,602844,gene
ARHGEF1,9138,ENSG00000076928,601855,gene
ARHGEF10,9639,ENSG00000104728,608136,gene
ARHGEF10L,55160,ENSG00000074964,612494,gene
ARHGEF11,9826,ENSG00000132694,605708,gene
ARHGEF12,23365,ENSG00000196914,604763,gene
ARHGEF15,22899,ENSG00000198844,608504,gene
ARHGEF17,9828,ENSG00000110237,617043,gene
ARHGEF18,23370,ENSG00000104880,616432,gene
ARHGEF19,128272,ENSG00000142632,612496,gene
ARHGEF2,9181,ENSG00000116584,607560,gene
ARHGEF25,115557,ENSG00000240771,610215,gene
ARHGEF26,26084,ENSG00000114790,617552,gene
ARHGEF28,64283,ENSG00000214944,612790,gene
ARHGEF3,50650,ENSG00000163947,612115,gene
ARHGEF4,50649,ENSG00000136002,605216,gene
ARHGEF40,55701,ENSG00000165801,610018,gene
ARHGEF5,7984,ENSG00000050327,600888,gene
ARHGEF6,9459,ENSG00000129675,300267,gene
ARHGEF7,8874,ENSG00000102606,605477,gene
ARHGEF9,23229,ENSG00000131089,300429,gene
ARID1A,8289,ENSG00000117713,603024,gene
ARID1B,57492,ENSG00000049618,614556,gene
ARID2,196528,ENSG00000189079,609539,gene
ARID3A,1820,ENSG00000116017,603265,gene
ARID3B,10620,ENSG00000179361,612457,gene
ARID4A,5926,ENSG00000032219,180201,gene
ARID4B,51742,ENSG00000054267,609696,gene
ARID5A,10865,ENSG00000196843,611583,gene
ARID5B,84159,ENSG00000150347,608538,gene
ARIH1,25820,ENSG00000166233,605624,gene
ARIH2,10425,ENSG00000177479,605615,gene
ARL1,400,ENSG00000120805,603425,gene
ARL11,115761,ENSG00000152213,609351,gene
ARL13B,200894,ENSG00000169379,608922,gene
ARL14,80117,ENSG00000179674,614439,gene
ARL14EP,120534,ENSG00000152219,612295,gene
ARL2,402,ENSG00000213465,601175,gene
ARL2BP,23568,ENSG00000102931,615407,gene
ARL3,403,ENSG00000138175,604695,gene
ARL4A,10124,ENSG00000122644,604786,gene
ARL4C,10123,ENSG00000188042,604787,gene
ARL4D,379,ENSG00000175906,600732,gene
ARL5A,26225,ENSG00000162980,608960,gene
ARL5B,221079,ENSG00000165997,608909,gene
ARL6,84100,ENSG00000113966,608845,gene
ARL6IP1,23204,ENSG00000170540,607669,gene
ARL6IP4,51329,ENSG00000182196,607668,gene
ARL6IP5,10550,ENSG00000144746,605709,gene
ARL6IP6,151188,ENSG00000177917,616495,gene
ARL8A,127829,ENSG00000143862,616597,gene
ARL8B,55207,ENSG00000134108,616596,gene
ARL9,132946,ENSG00000196503,612405,gene
ARLNC1,100996425,ENSG00000260896,618053,gene
ARMC10,83787,ENSG00000170632,611864,gene
ARMC2,84071,ENSG00000118690,618424,gene
ARMC3,219681,ENSG00000165309,611226,gene
ARMC4,55130,ENSG00000169126,615408,gene
ARMC5,79798,ENSG00000140691,615549,gene
ARMC8,25852,ENSG00000114098,618521,gene
ARMC9,80210,ENSG00000135931,617612,gene
ARMCX1,51309,ENSG00000126947,300362,gene
ARMCX2,9823,ENSG00000184867,300363,gene
ARMCX3,51566,ENSG00000102401,300364,gene
ARMS2,387715,ENSG00000254636,611313,gene
ARMT1,79624,ENSG00000146476,616332,gene
ARNT,405,ENSG00000143437,126110,gene
ARNT2,9915,ENSG00000172379,606036,gene
ARNTL,406,ENSG00000133794,602550,gene
ARNTL2,56938,ENSG00000029153,614517,gene
ARPC1A,10552,ENSG00000241685,604220,gene
ARPC1B,10095,ENSG00000130429,604223,gene
ARPC2,10109,ENSG00000163466,604224,gene
ARPC3,10094,ENSG00000111229,604225,gene
ARPC4,10093,ENSG00000241553,604226,gene
ARPC5,10092,ENSG00000162704,604227,gene
ARPIN,348110,ENSG00000242498,615543,gene
ARPP19,10776,ENSG00000128989,605487,gene
ARPP21,10777,ENSG00000172995,605488,gene
ARR3,407,ENSG00000120500,301770,gene
ARRB1,408,ENSG00000137486,107940,gene
ARRB2,409,ENSG00000141480,107941,gene
ARRDC3,57561,ENSG00000113369,612464,gene
ARSA,410,ENSG00000100299,607574,gene
ARSB,411,ENSG00000113273,611542,gene
ARSC2,413,NA,301780,gene
ARSD,414,ENSG00000006756,300002,gene
ARSF,416,ENSG00000062096,300003,gene
ARSG,22901,ENSG00000141337,610008,gene
ARSH,347527,ENSG00000205667,300586,gene
ARSI,340075,ENSG00000183876,610009,gene
ARSJ,79642,ENSG00000180801,610010,gene
ARSK,153642,ENSG00000164291,610011,gene
ARSL,415,ENSG00000157399,300180,gene
ART1,417,ENSG00000129744,601625,gene
ART3,419,ENSG00000156219,603086,gene
ART4,420,ENSG00000111339,110600,gene
ART5,116969,ENSG00000167311,610625,gene
ARTN,9048,ENSG00000117407,603886,gene
ARV1,64801,ENSG00000173409,611647,gene
ARVCF,421,ENSG00000099889,602269,gene
ARX,170302,ENSG00000004848,300382,gene
AS3MT,57412,ENSG00000214435,611806,gene
ASAH1,427,ENSG00000104763,613468,gene
ASAH2,56624,ENSG00000188611,611202,gene
ASAP1,50807,ENSG00000153317,605953,gene
ASAP2,8853,ENSG00000151693,603817,gene
ASAP3,55616,ENSG00000088280,616594,gene
ASB1,51665,ENSG00000065802,605758,gene
ASB10,136371,ENSG00000146926,615054,gene
ASB11,140456,ENSG00000165192,300626,gene
ASB12,142689,ENSG00000198881,300891,gene
ASB13,79754,ENSG00000196372,615055,gene
ASB16,92591,ENSG00000161664,615056,gene
ASB2,51676,ENSG00000100628,605759,gene
ASB3,51130,ENSG00000115239,605760,gene
ASB4,51666,ENSG00000005981,605761,gene
ASB5,140458,ENSG00000164122,615050,gene
ASB6,140459,ENSG00000148331,615051,gene
ASB7,140460,ENSG00000183475,615052,gene
ASB8,140461,ENSG00000177981,615053,gene
ASB9,140462,ENSG00000102048,300890,gene
ASCC1,51008,ENSG00000138303,614215,gene
ASCC2,84164,ENSG00000100325,614216,gene
ASCC3,10973,ENSG00000112249,614217,gene
ASCL1,429,ENSG00000139352,100790,gene
ASCL2,430,ENSG00000183734,601886,gene
ASCL3,56676,ENSG00000176009,609154,gene
ASCL4,121549,ENSG00000187855,609155,gene
ASF1A,25842,ENSG00000111875,609189,gene
ASF1B,55723,ENSG00000105011,609190,gene
ASGR1,432,ENSG00000141505,108360,gene
ASGR2,433,ENSG00000161944,108361,gene
ASH1L,55870,ENSG00000116539,607999,gene
ASH2L,9070,ENSG00000129691,604782,gene
ASIC1,41,ENSG00000110881,602866,gene
ASIC2,40,ENSG00000108684,601784,gene
ASIC3,9311,ENSG00000213199,611741,gene
ASIC4,55515,ENSG00000072182,606715,gene
ASIC5,51802,ENSG00000256394,616693,gene
ASIP,434,ENSG00000101440,600201,gene
ASL,435,ENSG00000126522,608310,gene
ASMT,438,ENSG00000196433,300015,gene
ASMT,438,ENSG00000196433,402500,gene
ASMTL,8623,ENSG00000169093,300162,gene
ASMTL,8623,ENSG00000169093,400011,gene
ASNS,440,ENSG00000070669,108370,gene
ASPA,443,ENSG00000108381,608034,gene
ASPG,374569,ENSG00000166183,618472,gene
ASPH,444,ENSG00000198363,600582,gene
ASPM,259266,ENSG00000066279,605481,gene
ASPN,54829,ENSG00000106819,608135,gene
ASPRV1,151516,ENSG00000244617,611765,gene
ASPSCR1,79058,ENSG00000169696,606236,gene
ASRGL1,80150,ENSG00000162174,609212,gene
ASS1,445,ENSG00000130707,603470,gene
ASTL,431705,ENSG00000188886,608860,gene
ASTN1,460,ENSG00000152092,600904,gene
ASTN2,23245,ENSG00000148219,612856,gene
ASXL1,171023,ENSG00000171456,612990,gene
ASXL2,55252,ENSG00000143970,612991,gene
ASXL3,80816,ENSG00000141431,615115,gene
ASZ1,136991,ENSG00000154438,605797,gene
ATAD1,84896,ENSG00000138138,614452,gene
ATAD2,29028,ENSG00000156802,611941,gene
ATAD2B,54454,ENSG00000119778,615347,gene
ATAD3A,55210,ENSG00000197785,612316,gene
ATAD3B,83858,ENSG00000160072,612317,gene
ATAD3C,219293,ENSG00000215915,617227,gene
ATAD5,79915,ENSG00000176208,609534,gene
ATAT1,79969,ENSG00000137343,615556,gene
ATCAY,85300,ENSG00000167654,608179,gene
ATE1,11101,ENSG00000107669,607103,gene
ATF1,466,ENSG00000123268,123803,gene
ATF2,1386,ENSG00000115966,123811,gene
ATF3,467,ENSG00000162772,603148,gene
ATF4,468,ENSG00000128272,604064,gene
ATF5,22809,ENSG00000169136,606398,gene
ATF6,22926,ENSG00000118217,605537,gene
ATF6B,1388,ENSG00000213676,600984,gene
ATF7,11016,ENSG00000170653,606371,gene
ATF7IP,55729,ENSG00000171681,613644,gene
ATF7IP2,80063,ENSG00000166669,613645,gene
ATG10,83734,ENSG00000152348,610800,gene
ATG101,60673,ENSG00000123395,615089,gene
ATG12,9140,ENSG00000145782,609608,gene
ATG13,9776,ENSG00000175224,615088,gene
ATG14,22863,ENSG00000126775,613515,gene
ATG16L1,55054,ENSG00000085978,610767,gene
ATG2A,23130,ENSG00000110046,616225,gene
ATG2B,55102,ENSG00000066739,616226,gene
ATG3,64422,ENSG00000144848,609606,gene
ATG4A,115201,ENSG00000101844,300663,gene
ATG4B,23192,ENSG00000168397,611338,gene
ATG4C,84938,ENSG00000125703,611339,gene
ATG4D,84971,ENSG00000130734,611340,gene
ATG5,9474,ENSG00000057663,604261,gene
ATG7,10533,ENSG00000197548,608760,gene
ATG9A,79065,ENSG00000198925,612204,gene
ATG9B,285973,ENSG00000181652,612205,gene
ATIC,471,ENSG00000138363,601731,gene
ATL1,51062,ENSG00000198513,606439,gene
ATL2,64225,ENSG00000119787,609368,gene
ATL3,25923,ENSG00000184743,609369,gene
ATM,472,ENSG00000149311,607585,gene
ATMIN,23300,ENSG00000166454,614693,gene
ATN1,1822,ENSG00000111676,607462,gene
ATOH1,474,ENSG00000172238,601461,gene
ATOH7,220202,ENSG00000179774,609875,gene
ATOX1,475,ENSG00000177556,602270,gene
ATP10A,57194,ENSG00000206190,605855,gene
ATP11A,23250,ENSG00000068650,605868,gene
ATP11B,23200,ENSG00000058063,605869,gene
ATP11C,286410,ENSG00000101974,300516,gene
ATP12A,479,ENSG00000075673,182360,gene
ATP13A2,23400,ENSG00000159363,610513,gene
ATP13A3,79572,ENSG00000133657,610232,gene
ATP13A4,84239,ENSG00000127249,609556,gene
ATP1A1,476,ENSG00000163399,182310,gene
ATP1A1-AS1,84852,ENSG00000203865,618305,gene
ATP1A2,477,ENSG00000018625,182340,gene
ATP1A3,478,ENSG00000105409,182350,gene
ATP1A4,480,ENSG00000132681,607321,gene
ATP1B1,481,ENSG00000143153,182330,gene
ATP1B2,482,ENSG00000129244,182331,gene
ATP1B3,483,ENSG00000069849,601867,gene
ATP2A1,487,ENSG00000196296,108730,gene
ATP2A2,488,ENSG00000174437,108740,gene
ATP2A3,489,ENSG00000074370,601929,gene
ATP2B1,490,ENSG00000070961,108731,gene
ATP2B2,491,ENSG00000157087,108733,gene
ATP2B3,492,ENSG00000067842,300014,gene
ATP2B4,493,ENSG00000058668,108732,gene
ATP2C1,27032,ENSG00000017260,604384,gene
ATP2C2,9914,ENSG00000064270,613082,gene
ATP4A,495,ENSG00000105675,137216,gene
ATP4B,496,ENSG00000186009,137217,gene
ATP5F1A,498,ENSG00000152234,164360,gene
ATP5F1B,506,ENSG00000110955,102910,gene
ATP5F1C,509,ENSG00000165629,108729,gene
ATP5F1D,513,ENSG00000099624,603150,gene
ATP5F1E,514,ENSG00000124172,606153,gene
ATP5IF1,93974,ENSG00000130770,614981,gene
ATP5MC1,516,ENSG00000159199,603192,gene
ATP5MC2,517,ENSG00000135390,603193,gene
ATP5MC3,518,ENSG00000154518,602736,gene
ATP5MD,84833,ENSG00000173915,615204,gene
ATP5ME,521,ENSG00000169020,601519,gene
ATP5MG,10632,ENSG00000167283,617473,gene
ATP5MPL,9556,ENSG00000156411,604573,gene
ATP5PB,515,ENSG00000116459,603270,gene
ATP5PD,10476,ENSG00000167863,618121,gene
ATP5PF,522,ENSG00000154723,603152,gene
ATP5PO,539,ENSG00000241837,600828,gene
ATP6AP1,537,ENSG00000071553,300197,gene
ATP6AP2,10159,ENSG00000182220,300556,gene
ATP6V0A1,535,ENSG00000033627,192130,gene
ATP6V0A2,23545,ENSG00000185344,611716,gene
ATP6V0A4,50617,ENSG00000105929,605239,gene
ATP6V0B,533,ENSG00000117410,603717,gene
ATP6V0C,527,ENSG00000185883,108745,gene
ATP6V0D1,9114,ENSG00000159720,607028,gene
ATP6V0D2,245972,ENSG00000147614,618072,gene
ATP6V0E1,8992,ENSG00000113732,603931,gene
ATP6V0E2,155066,ENSG00000171130,611019,gene
ATP6V1A,523,ENSG00000114573,607027,gene
ATP6V1B1,525,ENSG00000116039,192132,gene
ATP6V1B2,526,ENSG00000147416,606939,gene
ATP6V1C1,528,ENSG00000155097,603097,gene
ATP6V1C2,245973,ENSG00000143882,618070,gene
ATP6V1D,51382,ENSG00000100554,609398,gene
ATP6V1E1,529,ENSG00000131100,108746,gene
ATP6V1E2,90423,ENSG00000250565,617385,gene
ATP6V1F,9296,ENSG00000128524,607160,gene
ATP6V1G1,9550,ENSG00000136888,607296,gene
ATP6V1G2,534,ENSG00000213760,606853,gene
ATP6V1G3,127124,ENSG00000151418,618071,gene
ATP6V1H,51606,ENSG00000047249,608861,gene
ATP7A,538,ENSG00000165240,300011,gene
ATP7B,540,ENSG00000123191,606882,gene
ATP8A1,10396,ENSG00000124406,609542,gene
